urls,caption,event_id
http://www.mufoncms.com/files_jeud8334j/84217_submitter_file3__IMG0647.JPG,a view of a plane flying in the sky .,84217
http://www.mufoncms.com/files_jeud8334j/84211_submitter_file1__0529171405a.jpg,a traffic light suspended over a city street .,84211
http://www.mufoncms.com/files_jeud8334j/87103_submitter_file1__IMG6233.JPG,a black and white photo of a person holding a red and black umbrella,87103
http://www.mufoncms.com/files_jeud8334j/87101_submitter_file1__LisbonSept15th2017.JPG,a plane flying in the air with a sky background,87101
http://www.mufoncms.com/files_jeud8334j/87094_submitter_file1__20171002220754.png,a plane flying in the sky with a sky background,87094
http://www.mufoncms.com/files_jeud8334j/87092_submitter_file1__IMG20170820195152.jpg,a plane flying over a large body of water .,87092
http://www.mufoncms.com/files_jeud8334j/87079_submitter_file1__IMG1577.JPG,a giraffe standing on top of a lush green field .,87079
http://www.mufoncms.com/files_jeud8334j/87073_submitter_file2__IMG6981.PNG,a man standing in a field flying a kite .,87073
http://www.mufoncms.com/files_jeud8334j/87072_submitter_file1__IMG9477.JPG,a group of people flying kites in a cloudy sky .,87072
http://www.mufoncms.com/files_jeud8334j/77513_submitter_file1__IMG0695.JPG,a plane flying in the sky over a mountain .,77513
http://www.mufoncms.com/files_jeud8334j/77511_submitter_file1__UFOMovement.png,a group of people standing next to each other .,77511
http://www.mufoncms.com/files_jeud8334j/77510_submitter_file1__booom.jpg,a black and white photo of a woman with a baseball bat .,77510
http://www.mufoncms.com/files_jeud8334j/77509_submitter_file1__Screenshot20160705150727.jpg,an airplane flying over a large body of water .,77509
http://www.mufoncms.com/files_jeud8334j/77501_submitter_file1__tri2.jpg,a man flying a kite in a cloudy sky .,77501
http://www.mufoncms.com/files_jeud8334j/77492_submitter_file1__20160703211443.jpg,a person flying a kite in the sky .,77492
http://www.mufoncms.com/files_jeud8334j/77490_submitter_file1__image.jpeg,a truck is parked on the side of the road .,77490
http://www.mufoncms.com/files_jeud8334j/77488_submitter_file2__Screenshot20160705171357.png,a computer keyboard sitting on top of a desk .,77488
http://www.mufoncms.com/files_jeud8334j/77484_submitter_file1__image.jpeg,a building that has a clock on the side of it .,77484
http://www.mufoncms.com/files_jeud8334j/76629_submitter_file1__IMG29381.jpg,a group of birds flying over a tall building .,76629
http://www.mufoncms.com/files_jeud8334j/76627_submitter_file1__20151230212551resized11.jpg,a view of a city street from a window .,76627
http://www.mufoncms.com/files_jeud8334j/76625_submitter_file1__20160527203929.jpg,a black and white photo of a person on a laptop,76625
http://www.mufoncms.com/files_jeud8334j/76620_submitter_file1__20160521133224.jpg,a group of lawn chairs sitting next to each other .,76620
http://www.mufoncms.com/files_jeud8334j/76618_submitter_file1__IMG6069.jpg,a picture of a person holding a computer .,76618
http://www.mufoncms.com/files_jeud8334j/76617_submitter_file1__IMG6069.jpg,a picture of a person holding a computer .,76617
http://www.mufoncms.com/files_jeud8334j/76612_submitter_file1__WP20150204003Copy.jpg,a giraffe standing in the middle of a field .,76612
http://www.mufoncms.com/files_jeud8334j/76608_submitter_file1__image.jpeg,an airplane flying in the sky over a building .,76608
http://www.mufoncms.com/files_jeud8334j/76605_submitter_file1__ScanPic0002.jpg,a group of kites flying in the sky .,76605
http://www.mufoncms.com/files_jeud8334j/88937_submitter_file2__IMG0002.JPG,an airplane is flying over a city skyline .,88937
http://www.mufoncms.com/files_jeud8334j/88921_submitter_file1__DSC06573.JPG,a man riding a skateboard down a street .,88921
http://www.mufoncms.com/files_jeud8334j/88912_submitter_file1__ufo1.jpg,a bird flying in the sky with a sky background,88912
http://www.mufoncms.com/files_jeud8334j/74485_submitter_file1__20160205151132.jpg,a group of people flying kites in a park .,74485
http://www.mufoncms.com/files_jeud8334j/74483_submitter_file1__1.jpg,a computer monitor sitting on top of a desk .,74483
http://www.mufoncms.com/files_jeud8334j/74471_submitter_file1__Screenshot20160213155609.png,a view of a city street at night .,74471
http://www.mufoncms.com/files_jeud8334j/74467_submitter_file1__NazcaFace.bmpverynear1.jpg,a baby elephant standing next to an adult elephant .,74467
http://www.mufoncms.com/files_jeud8334j/74466_submitter_file1__SUNP0486.JPG,a plane flying in the sky over a city .,74466
http://www.mufoncms.com/files_jeud8334j/74465_submitter_file1__SUNP0486.JPG,a plane flying in the sky over a city .,74465
http://www.mufoncms.com/files_jeud8334j/74464_submitter_file1__SUNP0486.JPG,a plane flying in the sky over a city .,74464
http://www.mufoncms.com/files_jeud8334j/74463_submitter_file1__SUNP0486.JPG,a plane flying in the sky over a city .,74463
http://www.mufoncms.com/files_jeud8334j/74459_submitter_file1__CapeCoralUFO21116approxmidnight.jpg,a close up of a person holding a baseball bat,74459
http://www.mufoncms.com/files_jeud8334j/74456_submitter_file1__colimavolcanofeb2016.jpg,a black and white photo of a mountain range .,74456
http://www.mufoncms.com/files_jeud8334j/74454_submitter_file1__image.jpeg,a street sign on the side of a road .,74454
http://www.mufoncms.com/files_jeud8334j/74453_submitter_file1__WP20160121201841Pro.jpg,a large clock tower towering over a city at night .,74453
http://www.mufoncms.com/files_jeud8334j/86560_submitter_file1__DSC01113.JPG,a group of birds sitting on top of a pole .,86560
http://www.mufoncms.com/files_jeud8334j/86556_submitter_file2__adbannerplane.jpg,a small propeller plane sitting on top of a runway .,86556
http://www.mufoncms.com/files_jeud8334j/86555_submitter_file1__IMG1422.PNG,a black and white photo of a man flying a kite .,86555
http://www.mufoncms.com/files_jeud8334j/86551_submitter_file1__HouseofNibiru.jpeg,a large building with a large clock tower .,86551
http://www.mufoncms.com/files_jeud8334j/86550_submitter_file1__162.jpg,a kite flying in the sky above a city .,86550
http://www.mufoncms.com/files_jeud8334j/86543_submitter_file1__ScreenShot25600907at11.51.45AM.png,a group of people standing on top of a tennis court .,86543
http://www.mufoncms.com/files_jeud8334j/86541_submitter_file1__IMG6706.JPG,a bird flying in the air over a body of water .,86541
http://www.mufoncms.com/files_jeud8334j/86531_submitter_file1__20170114113936.jpg,a train traveling through a lush green countryside .,86531
http://www.mufoncms.com/files_jeud8334j/86530_submitter_file1__2017090517.24.33.jpg,a black and white photo of a car and a car,86530
http://www.mufoncms.com/files_jeud8334j/90588_submitter_file1__20180305174334.jpg,a street with a lot of cars on it,90588
http://www.mufoncms.com/files_jeud8334j/90587_submitter_file1__20170327082608.jpg,a view of a mountain range from a plane .,90587
http://www.mufoncms.com/files_jeud8334j/90582_submitter_file1__20180305131729.jpg,a close up of a person holding a pair of scissors,90582
http://www.mufoncms.com/files_jeud8334j/90581_submitter_file1__ALIENSSIGHTINGJANUARY26TH2018INORLANDOFLORIDAMAGICMOUNTAIN.JPG,a group of birds sitting on top of a tree .,90581
http://www.mufoncms.com/files_jeud8334j/90570_submitter_file2__Screenshot20180304222356.png,a laptop computer sitting on top of a desk .,90570
http://www.mufoncms.com/files_jeud8334j/90568_submitter_file2__DSC00823.JPG,a person is flying a kite in the sky .,90568
http://www.mufoncms.com/files_jeud8334j/90565_submitter_file1__IMG3862.JPG,a plane flying in the sky over a city .,90565
http://www.mufoncms.com/files_jeud8334j/90564_submitter_file1__IMG3337.jpg,a bird perched on top of a tree branch .,90564
http://www.mufoncms.com/files_jeud8334j/90560_submitter_file1__image1.JPG,a view of a mountain range with a plane flying over it .,90560
http://www.mufoncms.com/files_jeud8334j/78157_submitter_file1__IMG20160802205536.jpg,a cat sitting on top of a laptop computer .,78157
http://www.mufoncms.com/files_jeud8334j/78133_submitter_file1__vlcsnap2016080201h47m29s411.png,a person is holding a pair of scissors .,78133
http://www.mufoncms.com/files_jeud8334j/87738_submitter_file1__P20171028185404LL.jpg,a train traveling down tracks next to a tall building .,87738
http://www.mufoncms.com/files_jeud8334j/87732_submitter_file1__2313468719592277909987671910165706o.jpg,a view of a street light from a window .,87732
http://www.mufoncms.com/files_jeud8334j/87715_submitter_file1__IMG2207.JPG,a traffic light sitting on the side of a road .,87715
http://www.mufoncms.com/files_jeud8334j/87711_submitter_file1__IMG20171031121105.jpg,a kite flying in the air with a sky background,87711
http://www.mufoncms.com/files_jeud8334j/73716_submitter_file1__Screenshot20160107165429.png,a bird is standing in a field of grass .,73716
http://www.mufoncms.com/files_jeud8334j/73714_submitter_file1__IMG0911.JPG,a stop sign with a bird flying over it .,73714
http://www.mufoncms.com/files_jeud8334j/73710_submitter_file1__IMG10095.JPG,a person on a surfboard in the water .,73710
http://www.mufoncms.com/files_jeud8334j/73705_submitter_file1__Beforeandafterbrighten.jpg,a view of a city street at night .,73705
http://www.mufoncms.com/files_jeud8334j/73698_submitter_file1__PurpleOrb1.jpg,a collage of photos of a tennis player,73698
http://www.mufoncms.com/files_jeud8334j/73692_submitter_file1__20151202160726.jpg,a black and white photo of a mirror,73692
http://www.mufoncms.com/files_jeud8334j/73691_submitter_file1__DSC1554.jpg,a person flying a kite in a cloudy sky .,73691
http://www.mufoncms.com/files_jeud8334j/73690_submitter_file1__DSCF1635.JPG,a red fire hydrant sitting in the middle of a forest .,73690
http://www.mufoncms.com/files_jeud8334j/78568_submitter_file1__20160811182908.jpg,a kite flying in the sky with a sky background,78568
http://www.mufoncms.com/files_jeud8334j/78567_submitter_file1__image.png,a blue and white bird flying in the sky .,78567
http://www.mufoncms.com/files_jeud8334j/78558_submitter_file1__Screenshot20160819101313.png,a plane flying in the sky with a sky background,78558
http://www.mufoncms.com/files_jeud8334j/78549_submitter_file1__20160817192729.jpg,a plane flying in the sky with a sky background,78549
http://www.mufoncms.com/files_jeud8334j/78542_submitter_file1__viewfromtent.JPG,a herd of sheep grazing on a lush green field .,78542
http://www.mufoncms.com/files_jeud8334j/78539_submitter_file2__image.jpeg,a person is flying a kite in the air .,78539
http://www.mufoncms.com/files_jeud8334j/78537_submitter_file1__image.jpeg,a view of a plane flying in the sky .,78537
http://www.mufoncms.com/files_jeud8334j/78536_submitter_file2__image.jpeg,a person is flying a kite in the air .,78536
http://www.mufoncms.com/files_jeud8334j/78535_submitter_file2__image.jpeg,a person is flying a kite in the air .,78535
http://www.mufoncms.com/files_jeud8334j/83584_submitter_file2__Ufo.jpg,a close up of a pair of scissors,83584
http://www.mufoncms.com/files_jeud8334j/83582_submitter_file1__IMG8189.PNG,a picture of a man in a mirror .,83582
http://www.mufoncms.com/files_jeud8334j/83570_submitter_file2__May7th2017Pic1.jpg,a black and white photo of a plane in the sky,83570
http://www.mufoncms.com/files_jeud8334j/83568_submitter_file1__HUNT0052.JPG,a person flying a kite in the sky .,83568
http://www.mufoncms.com/files_jeud8334j/83565_submitter_file1__IMG0342.JPG,a red and white photo of a clock tower .,83565
http://www.mufoncms.com/files_jeud8334j/83559_submitter_file1__IMG3747.PNG,a close up of a clock on a building,83559
http://www.mufoncms.com/files_jeud8334j/83554_submitter_file1__ufo01.JPG,a view of a bunch of trees in a field .,83554
http://www.mufoncms.com/files_jeud8334j/77896_submitter_file1__3crafts.jpg,a black and white photo of a clock tower .,77896
http://www.mufoncms.com/files_jeud8334j/77894_submitter_file2__image.jpeg,a wooden bench sitting in the middle of a forest .,77894
http://www.mufoncms.com/files_jeud8334j/77891_submitter_file1__292.JPG,a group of people standing next to each other .,77891
http://www.mufoncms.com/files_jeud8334j/77890_submitter_file1__20160720205143.jpg,a person jumping a skate board in the air,77890
http://www.mufoncms.com/files_jeud8334j/77885_submitter_file1__20160719141641.jpg,a black and white photo of a plane,77885
http://www.mufoncms.com/files_jeud8334j/77884_submitter_file1__53365064.jpg,a fighter jet flying through a blue sky .,77884
http://www.mufoncms.com/files_jeud8334j/77883_submitter_file1__mapBol1.jpg,a group of people riding skis down a snow covered slope .,77883
http://www.mufoncms.com/files_jeud8334j/77881_submitter_file1__20160721065138.jpg,a tree in the middle of a forest .,77881
http://www.mufoncms.com/files_jeud8334j/77878_submitter_file1__Screenshot20160722004540.png,a group of people standing on top of a lush green field .,77878
http://www.mufoncms.com/files_jeud8334j/77872_submitter_file1__observation23Jul16.png,a close up of a clock on a pole,77872
http://www.mufoncms.com/files_jeud8334j/77868_submitter_file1__image.jpg,a person flying a kite in a field .,77868
http://www.mufoncms.com/files_jeud8334j/87872_submitter_file1__PointPleasantLights.png,a close up of a person holding a cell phone,87872
http://www.mufoncms.com/files_jeud8334j/87866_submitter_file1__6857A15402104B668F7AE98D7622AC9A.jpeg,a person is flying a kite in a field,87866
http://www.mufoncms.com/files_jeud8334j/87863_submitter_file2__IMG3338.PNG,a large clock tower with a sky background,87863
http://www.mufoncms.com/files_jeud8334j/87858_submitter_file1__Screenshot20171107194646.png,a person is flying a kite on the beach .,87858
http://www.mufoncms.com/files_jeud8334j/87857_submitter_file1__Screenshot20171107194626.png,a man sitting on a boat with a paddle .,87857
http://www.mufoncms.com/files_jeud8334j/87853_submitter_file1__4883EB55F87C4FFF8FAE72F97815BC5B.jpeg,a person holding a black and white striped object .,87853
http://www.mufoncms.com/files_jeud8334j/87849_submitter_file1__image.jpg,a pair of scissors sitting on top of a table .,87849
http://www.mufoncms.com/files_jeud8334j/87847_submitter_file1__IMG20171023073001.jpg,a traffic light hanging from the side of a building .,87847
http://www.mufoncms.com/files_jeud8334j/87845_submitter_file1__1504994103130.jpg,a view of a snowy mountain from a window .,87845
http://www.mufoncms.com/files_jeud8334j/87843_submitter_file1__10C706E3C873483CA09B666E74D30F86.jpeg,a person standing in front of an open door .,87843
http://www.mufoncms.com/files_jeud8334j/87842_submitter_file1__10C706E3C873483CA09B666E74D30F86.jpeg,a person standing in front of an open door .,87842
http://www.mufoncms.com/files_jeud8334j/78820_submitter_file1__beforeitelongated.JPG,a plane flying over a body of water .,78820
http://www.mufoncms.com/files_jeud8334j/78819_submitter_file1__2013122309.39.10.jpg,an airplane wing flying over a mountain range .,78819
http://www.mufoncms.com/files_jeud8334j/78818_submitter_file1__SidSightingV2.jpeg,a street sign on a pole with a sky background,78818
http://www.mufoncms.com/files_jeud8334j/78816_submitter_file1__mufon.jpg,a close up of a sign on a pole,78816
http://www.mufoncms.com/files_jeud8334j/78812_submitter_file3__image.jpeg,a person is holding an umbrella in the dark .,78812
http://www.mufoncms.com/files_jeud8334j/78809_submitter_file1__IMG201608261745461.jpg,a group of people standing on top of a lush green field .,78809
http://www.mufoncms.com/files_jeud8334j/78805_submitter_file1__BurntIslandRetreat13CleanDenoisedUFO04.png,a plane flying in the sky over a field .,78805
http://www.mufoncms.com/files_jeud8334j/78801_submitter_file1__1472533792703.jpg,a blue and white kite flying in the sky .,78801
http://www.mufoncms.com/files_jeud8334j/89331_submitter_file1__20180103122429.jpg,a fire hydrant in the middle of a street .,89331
http://www.mufoncms.com/files_jeud8334j/89330_submitter_file1__UFOdrawing.jpg,a close up of a pair of scissors on a table,89330
http://www.mufoncms.com/files_jeud8334j/89320_submitter_file1__ufo1stpic.jpeg,a traffic light sitting on the side of a road .,89320
http://www.mufoncms.com/files_jeud8334j/89317_submitter_file1__4D87B70405B04879BC1037B081085AB7.png,a close up of a person holding a pair of scissors,89317
http://www.mufoncms.com/files_jeud8334j/89313_submitter_file1__boomrangshape35mnbefore0.52amfirstsight0360.jpg,a large building with a clock on it .,89313
http://www.mufoncms.com/files_jeud8334j/89309_submitter_file1__IMG0087.JPG,a train traveling through a lush green countryside .,89309
http://www.mufoncms.com/files_jeud8334j/89306_submitter_file1__20171231173859.jpg,a view of a city street at night .,89306
http://www.mufoncms.com/files_jeud8334j/76908_submitter_file1__sketch1465394295284.png,a group of people flying kites in a field .,76908
http://www.mufoncms.com/files_jeud8334j/76907_submitter_file1__Screenshot20160530193029.png,a plane flying in the sky with a sky background,76907
http://www.mufoncms.com/files_jeud8334j/76906_submitter_file1__ufo060616.mp4snapshot00.212016.06.0704.21.35.jpg,a close up of a green and white bird on a branch .,76906
http://www.mufoncms.com/files_jeud8334j/76905_submitter_file1__P6071094.JPG,a plane is flying low over a field .,76905
http://www.mufoncms.com/files_jeud8334j/76904_submitter_file1__IMG2065.jpg,a group of people standing on top of a snow covered slope .,76904
http://www.mufoncms.com/files_jeud8334j/76900_submitter_file1__Picture4.jpg,a bird flying in the sky over a mountain .,76900
http://www.mufoncms.com/files_jeud8334j/76895_submitter_file1__sky2.jpg,a plane is flying over a large body of water .,76895
http://www.mufoncms.com/files_jeud8334j/76887_submitter_file1__DodgeCitywobject.jpg,a large body of water with a bridge in the background .,76887
http://www.mufoncms.com/files_jeud8334j/76884_submitter_file1__image.jpeg,a person flying a kite in a field .,76884
http://www.mufoncms.com/files_jeud8334j/76883_submitter_file1__image.png,a person in the air flying a kite .,76883
http://www.mufoncms.com/files_jeud8334j/76882_submitter_file1__image.png,a person in the air flying a kite .,76882
http://www.mufoncms.com/files_jeud8334j/86402_submitter_file1__201708211222201.jpg,a man flying through the air while riding a skateboard .,86402
http://www.mufoncms.com/files_jeud8334j/86397_submitter_file1__UFO1092017.mp4snapshot02.232017.09.0114.54.26.jpg,a bird flying in the sky with a sky background,86397
http://www.mufoncms.com/files_jeud8334j/86392_submitter_file1__IMG0811.JPG,a black and white photo of a person holding a kite .,86392
http://www.mufoncms.com/files_jeud8334j/86390_submitter_file1__20170831203420.jpg,a kite flying in the sky over a city .,86390
http://www.mufoncms.com/files_jeud8334j/86387_submitter_file1__IMG4680.JPG,a plane flying in the air with a sky background,86387
http://www.mufoncms.com/files_jeud8334j/86382_submitter_file1__Screenshot20170830213420.png,a close up of a small bird on a branch,86382
http://www.mufoncms.com/files_jeud8334j/86381_submitter_file1__IMG0461.JPG,an airplane is flying over a city street .,86381
http://www.mufoncms.com/files_jeud8334j/86378_submitter_file1__EclipseLightsreport1.jpg,a black and white photo of a city street,86378
http://www.mufoncms.com/files_jeud8334j/75000_submitter_file3__image.png,a black and white photo of a street light,75000
http://www.mufoncms.com/files_jeud8334j/74999_submitter_file1__image.jpeg,a view of a street light from a distance .,74999
http://www.mufoncms.com/files_jeud8334j/74990_submitter_file1__image.jpeg,a person is flying a kite on the beach .,74990
http://www.mufoncms.com/files_jeud8334j/74986_submitter_file1__IMG20150718203348465HDR.jpg,a bird flying over a body of water .,74986
http://www.mufoncms.com/files_jeud8334j/74978_submitter_file1__ovnisloyola.png,a boat floating on top of a body of water .,74978
http://www.mufoncms.com/files_jeud8334j/74975_submitter_file1__CIMG2914.JPG,a traffic light suspended over a city street .,74975
http://www.mufoncms.com/files_jeud8334j/74974_submitter_file1__1.jpg,a view of a city street at night .,74974
http://www.mufoncms.com/files_jeud8334j/70859_submitter_file1__AliensonMill2.jpg,a person riding a skateboard on a ramp .,70859
http://www.mufoncms.com/files_jeud8334j/70850_submitter_file2__image.jpeg,a black and white photo of a person holding a red light,70850
http://www.mufoncms.com/files_jeud8334j/70848_submitter_file1__IMG1866.JPG,a black and white photo of a bird flying in the sky .,70848
http://www.mufoncms.com/files_jeud8334j/70847_submitter_file1__image.jpg,a person flying a kite on a cloudy day .,70847
http://www.mufoncms.com/files_jeud8334j/70844_submitter_file1__20150926195420.jpg,a large clock tower towering over a city .,70844
http://www.mufoncms.com/files_jeud8334j/70841_submitter_file1__image.jpg,an airplane flying over a building with a sky background,70841
http://www.mufoncms.com/files_jeud8334j/70835_submitter_file1__IMG2297.JPG,a black and white photo of a clock tower .,70835
http://www.mufoncms.com/files_jeud8334j/81650_submitter_file1__1.jpg,a group of people standing on top of a traffic light .,81650
http://www.mufoncms.com/files_jeud8334j/81648_submitter_file1__19Jan2017cloudsturned.jpg,a car driving down a street next to a traffic light .,81648
http://www.mufoncms.com/files_jeud8334j/90731_submitter_file1__DC343D14209140D3B8AADD95EE49EA0D.png,a little girl holding a kite in her hands .,90731
http://www.mufoncms.com/files_jeud8334j/90729_submitter_file1__IMG1256.JPG,a group of people sitting on a bench next to the ocean .,90729
http://www.mufoncms.com/files_jeud8334j/90728_submitter_file1__97F6CFA923EA4B488AA7ED6B1263E033.jpeg,a view of a plane flying through the air .,90728
http://www.mufoncms.com/files_jeud8334j/90725_submitter_file1__20180311180223.jpg,a black and white photo of a black and white plane,90725
http://www.mufoncms.com/files_jeud8334j/90722_submitter_file1__20180308180131.jpg,a plane is flying over a snowy mountain .,90722
http://www.mufoncms.com/files_jeud8334j/90721_submitter_file1__ORIGINALPHOTOGRAPHc18.jpg,a person is flying a kite in a field .,90721
http://www.mufoncms.com/files_jeud8334j/90710_submitter_file2__1.jpg,a close up of a traffic light with a sky background,90710
http://www.mufoncms.com/files_jeud8334j/90708_submitter_file1__3C267D7CA33841658383676EB0D2D642.jpeg,a street sign on a road near a body of water,90708
http://www.mufoncms.com/files_jeud8334j/90707_submitter_file1__20171002113443.jpg,a blue and white airplane flying in the sky .,90707
http://www.mufoncms.com/files_jeud8334j/90700_submitter_file1__20180311001313.jpg,a black and white photo of a person sitting on a couch,90700
http://www.mufoncms.com/files_jeud8334j/90697_submitter_file1__IMG2967.JPG,a person on a snowboard in the snow .,90697
http://www.mufoncms.com/files_jeud8334j/71917_submitter_file1__022114051403.jpg,a night view of a city street at night .,71917
http://www.mufoncms.com/files_jeud8334j/71914_submitter_file1__UFOsightingdrawing.JPG,a black and white photo of a pair of scissors .,71914
http://www.mufoncms.com/files_jeud8334j/71909_submitter_file1__photo1.PNG,a plane flying over a city street with traffic lights .,71909
http://www.mufoncms.com/files_jeud8334j/71905_submitter_file1__Scan0001.jpg,a black and white photo of a pair of scissors .,71905
http://www.mufoncms.com/files_jeud8334j/71904_submitter_file1__FlemingtonUFO2015Oct..jpg,a large airplane flying over a city at night .,71904
http://www.mufoncms.com/files_jeud8334j/71901_submitter_file1__20151026044606.jpg,a picture of a tree in the dark .,71901
http://www.mufoncms.com/files_jeud8334j/80101_submitter_file1__PA080494.JPG,a close up of a mouse on a desk,80101
http://www.mufoncms.com/files_jeud8334j/80100_submitter_file1__aviaryimage1470116875785.jpeg,a black and white photo of a street light .,80100
http://www.mufoncms.com/files_jeud8334j/80090_submitter_file1__img2016102823182352.jpg,a pair of scissors sitting on top of a table .,80090
http://www.mufoncms.com/files_jeud8334j/80089_submitter_file1__Untitled1.jpg,a street sign on a pole on a city street,80089
http://www.mufoncms.com/files_jeud8334j/80088_submitter_file1__Mysighting.png,a black and white photo of a white clock,80088
http://www.mufoncms.com/files_jeud8334j/80082_submitter_file1__IMG4424.JPG,a car driving down a street next to a traffic light .,80082
http://www.mufoncms.com/files_jeud8334j/70061_submitter_file1__Mothership.jpg,a black and white photo of a man flying a kite .,70061
http://www.mufoncms.com/files_jeud8334j/70054_submitter_file1__20150829203932.jpg,a view of a city at night time .,70054
http://www.mufoncms.com/files_jeud8334j/70053_submitter_file1__fireball1.jpg,an airplane is flying through a cloudy sky .,70053
http://www.mufoncms.com/files_jeud8334j/70052_submitter_file1__20150902062209.jpg,a view of a city street with a traffic light .,70052
http://www.mufoncms.com/files_jeud8334j/70049_submitter_file1__0.jpg,a black and white photo of a plane flying in the sky,70049
http://www.mufoncms.com/files_jeud8334j/70048_submitter_file1__image.jpg,a group of people flying kites in a field .,70048
http://www.mufoncms.com/files_jeud8334j/70039_submitter_file1__V6BDF.jpg,a large building with a large clock tower .,70039
http://www.mufoncms.com/files_jeud8334j/70034_submitter_file1__Screenshot1.png,a plane flying in the sky with a sky background,70034
http://www.mufoncms.com/files_jeud8334j/84744_submitter_file1__IMG0360.PNG,a kite flying in the sky over a city .,84744
http://www.mufoncms.com/files_jeud8334j/84735_submitter_file1__1013am1.jpg,a small airplane flying through a cloudy sky .,84735
http://www.mufoncms.com/files_jeud8334j/84727_submitter_file1__20170630045250.jpg,a close up of a mirror on a wall,84727
http://www.mufoncms.com/files_jeud8334j/84725_submitter_file1__IMG3538.JPG,a city street filled with lots of traffic .,84725
http://www.mufoncms.com/files_jeud8334j/84724_submitter_file1__IMG1832.JPG,a view of a street light from a window .,84724
http://www.mufoncms.com/files_jeud8334j/84723_submitter_file1__Screenshot20170630130905.png,a plane flying in the sky over a mountain range .,84723
http://www.mufoncms.com/files_jeud8334j/75450_submitter_file1__IMG6716.JPG,a large group of people on a city street .,75450
http://www.mufoncms.com/files_jeud8334j/75449_submitter_file1__UFOEVIDENCE.jpg,a birthday cake with a train on it,75449
http://www.mufoncms.com/files_jeud8334j/75448_submitter_file1__20160326164057.jpg,a person is flying a kite on the beach .,75448
http://www.mufoncms.com/files_jeud8334j/75444_submitter_file1__images5.jpg,a man flying through the air while riding a skateboard .,75444
http://www.mufoncms.com/files_jeud8334j/75439_submitter_file1__P0906131905.jpg,a person sitting on a bench in the rain .,75439
http://www.mufoncms.com/files_jeud8334j/75432_submitter_file1__alliens.jpg,a skateboarder is doing a trick in the air .,75432
http://www.mufoncms.com/files_jeud8334j/75425_submitter_file1__P8200264.JPG,a man riding a motorcycle down a dirt road .,75425
http://www.mufoncms.com/files_jeud8334j/75422_submitter_file2__20160319232540.jpg,a kite flying in the sky over a building .,75422
http://www.mufoncms.com/files_jeud8334j/85099_submitter_file1__IMG2578.PNG,a plane flying over a body of water .,85099
http://www.mufoncms.com/files_jeud8334j/85098_submitter_file1__20161114210203.jpeg,a herd of sheep grazing on a lush green hillside .,85098
http://www.mufoncms.com/files_jeud8334j/85094_submitter_file1__AnothernightshotUFO.jpg,a black and white photo of a black and white cat,85094
http://www.mufoncms.com/files_jeud8334j/85091_submitter_file1__IMG4523.JPG,a person in the air on a snowboard .,85091
http://www.mufoncms.com/files_jeud8334j/85087_submitter_file1__IMG2573.JPG,a person holding a remote control in a room .,85087
http://www.mufoncms.com/files_jeud8334j/85086_submitter_file2__IMG2083.JPG,a yellow and blue fire hydrant in the snow .,85086
http://www.mufoncms.com/files_jeud8334j/85082_submitter_file2__UFOPhoto.png,a black and white photo of a bird flying in the sky .,85082
http://www.mufoncms.com/files_jeud8334j/85073_submitter_file1__201707121822161.jpg,a view of a mountain range with mountains in the background .,85073
http://www.mufoncms.com/files_jeud8334j/76064_submitter_file1__20160426113330.jpg,a person is flying a kite in the air .,76064
http://www.mufoncms.com/files_jeud8334j/76057_submitter_file1__IMG9828.JPG,a large body of water with a clock on it,76057
http://www.mufoncms.com/files_jeud8334j/76055_submitter_file1__UFOs.jpg,a picture of a person holding a sign .,76055
http://www.mufoncms.com/files_jeud8334j/76053_submitter_file1__20160426071250.jpg,a person is flying a kite in the sky .,76053
http://www.mufoncms.com/files_jeud8334j/76043_submitter_file1__received10206332501252229.jpeg,an airplane flying over a body of water .,76043
http://www.mufoncms.com/files_jeud8334j/76040_submitter_file1__1041461816666526136229098649468903681524477n.jpg,a person holding a pair of scissors in their hands .,76040
http://www.mufoncms.com/files_jeud8334j/83094_submitter_file2__image.png,a street light that is on a pole .,83094
http://www.mufoncms.com/files_jeud8334j/83090_submitter_file1__IMG1185.JPG,a kite flying in the sky with a sky background,83090
http://www.mufoncms.com/files_jeud8334j/83088_submitter_file1__Dotinthesky.jpg,a view of a street in the middle of a city .,83088
http://www.mufoncms.com/files_jeud8334j/83086_submitter_file1__img5797.jpg,a large building with a clock tower on top .,83086
http://www.mufoncms.com/files_jeud8334j/83065_submitter_file1__Mufon.png,a collage of photos with a vase with flowers,83065
http://www.mufoncms.com/files_jeud8334j/71618_submitter_file1__1213997511711449629000018202041561794774776o.jpg,a stop sign on the side of a road .,71618
http://www.mufoncms.com/files_jeud8334j/71604_submitter_file1__image.jpeg,a street sign on a pole on a city street,71604
http://www.mufoncms.com/files_jeud8334j/71602_submitter_file1__image.jpeg,a black and white photo of a clock tower .,71602
http://www.mufoncms.com/files_jeud8334j/75316_submitter_file1__20150514083026002.jpg,a person flying a kite in a cloudy sky .,75316
http://www.mufoncms.com/files_jeud8334j/75314_submitter_file1__20160112164337.jpg,a view of a lake with a boat in the distance .,75314
http://www.mufoncms.com/files_jeud8334j/75313_submitter_file1__20150514075912002.jpg,a boat floating on top of a body of water .,75313
http://www.mufoncms.com/files_jeud8334j/75310_submitter_file1__20150619202811CanalSt.jpg,a person is flying a kite in a field .,75310
